0.0000000	0.0000000	48.9898990
-4.4754146	0.0000000	48.9898990
0.0000000	-4.4754146	48.9898990

0.0000000	0.0000000	48.9898990
-8.9508292	0.0000000	48.9898990
0.0000000	-8.9508292	48.9898990

-17.9016584	0.0000000	48.9898990
-26.8524875	0.0000000	48.9898990
-17.9016584	-8.9508292	48.9898990

-17.9016584	0.0000000	48.9898990
-17.9016584	-8.9508292	48.9898990
-8.9508292	-0.0000000	48.9898990

-17.9016584	0.0000000	48.9898990
-17.9016584	-17.9016584	48.9898990
0.0000000	-0.0000000	48.9898990

-35.8033167	0.0000000	48.9898990
-44.7541459	0.0000000	48.9898990
-35.8033167	-8.9508292	48.9898990

-35.8033167	0.0000000	48.9898990
-35.8033167	0.0000000	38.7878788
-35.8033167	-8.9508292	48.9898990

-17.9016584	0.0000000	48.9898990
-26.8524875	0.0000000	48.9898990
-17.9016584	-8.9508292	48.9898990

0.0000000	0.0000000	48.9898990
-3.3565609	-1.1188536	52.1136170
-1.1188536	-3.3565609	45.8661810

0.0000000	0.0000000	48.9898990
-3.6015355	-2.2640199	50.5743606
1.3901408	-3.6015355	46.4094032

0.0000000	0.0000000	48.9898990
-3.9186507	-1.8798133	50.2067572
1.7085013	-4.0471347	48.0153597

0.0000000	0.0000000	48.9898990
-2.5463566	3.3418628	50.7472970
-2.4159149	-2.9321682	51.6859375

